Empresa,Nombre,Cargo,% Derechos Voto,Fecha Nombramiento
"BARON DE LEY, S.A.","DIEZ MARTIN, JOAQUIN",CONSEJERO,n/d,27/04/2009
"BARON DE LEY, S.A.","GARCIA-HOZ ROSALES, JOSE MARIA",CONSEJERO,0.370,13/07/1997
"BARON DE LEY, S.A.","NOAIN SAINZ, JULIO",CONSEJERO,1.629,13/07/1997
"BARON DE LEY, S.A.","ROYO-VILLANOVA PAYA, FCO. DE ASIS",CONSEJERO,n/d,30/06/2010
"BARON DE LEY, S.A.","SANTOS-RUIZ DIAZ, EDUARDO",PRESIDENTE-CONSEJERO DELEGADO,37.947,13/07/1997
"ADOLFO DOMINGUEZ, S.A.","BERGES LOBERA, ANGEL",CONSEJERO,0.000,26/02/1997
"ADOLFO DOMINGUEZ, S.A.","CROISSIER BATISTA, LUIS CARLOS",VICEPRESIDENTE,n/d,04/06/2001
"ADOLFO DOMINGUEZ, S.A.","DOMINGUEZ FERNANDEZ, ADOLFO",PRESIDENTE,31.948,26/02/1997
"ADOLFO DOMINGUEZ, S.A.","GARCIA-PLANAS MARCET, JOSEP Mª",CONSEJERO,n/d,26/02/1997
"ADOLFO DOMINGUEZ, S.A.","GONZALEZ ALVAREZ, ELENA",CONSEJERO,n/d,25/05/2005
"ADOLFO DOMINGUEZ, S.A.","LUXURY LIBERTY, S.A.",CONSEJERO,10.215,24/05/2005
"ADOLFO DOMINGUEZ, S.A.","NUENO INIESTA, JOSE LUIS",CONSEJERO,n/d,14/06/2001
"PAPELES Y CARTONES DE EUROPA, S.A.","ABECASSIS-MOEDAS , CELINE",CONSEJERO,n/d,10/05/2012
"PAPELES Y CARTONES DE EUROPA, S.A.",AGUASAL S.A.U.,CONSEJERO,n/d,30/08/2012
"PAPELES Y CARTONES DE EUROPA, S.A.","CARTERA INDUSTRIAL REA, S.A.",CONSEJERO,6.433,27/06/2008
"PAPELES Y CARTONES DE EUROPA, S.A.","GUILARTE GUTIERREZ, VICENTE",CONSEJERO,0.038,25/05/1998
"PAPELES Y CARTONES DE EUROPA, S.A.","ISIDRO RINCON, ENRIQUE",CONSEJERO DELEGADO,0.214,29/06/2010
"PAPELES Y CARTONES DE EUROPA, S.A.","ISIDRO RINCON, FERNANDO",CONSEJERO,0.140,04/12/2006
"PAPELES Y CARTONES DE EUROPA, S.A.","ISIDRO RINCON, JOSE MIGUEL",PRESIDENTE,0.196,28/02/2007
"PAPELES Y CARTONES DE EUROPA, S.A.","JORDANO PEREZ, JUAN",CONSEJERO,0.011,12/06/2000
"PAPELES Y CARTONES DE EUROPA, S.A.","TRES AZUL, S.L.",CONSEJERO,0.000,17/07/2006
"ZELTIA, S.A.","ANDRADE DETRELL, MONTSERRAT",CONSEJERO,4.615,13/06/2012
"ZELTIA, S.A.","BERGARECHE BUSQUET, JOSE MARIA",CONSEJERO,0.013,29/06/2010
"ZELTIA, S.A.","CK CORPORACION KUTXA-KUTXA KORPORAZIOA, S.L.",CONSEJERO,n/d,28/11/2011
"ZELTIA, S.A.","EDUARDO SERRA Y ASOCIADOS, S.L.",CONSEJERO,0.004,31/01/2007
"ZELTIA, S.A.","FERNANDEZ PUENTES, JOSE LUIS",CONSEJERO,1.444,23/05/2007
"ZELTIA, S.A.","FERNANDEZ PUENTES, PEDRO FRANCISCO",VICEPRESIDENTE EJECUTIVO,4.546,11/12/1991
"ZELTIA, S.A.","FERNANDEZ PUENTES, SANTIAGO ALFREDO",CONSEJERO,1.384,12/06/1990
"ZELTIA, S.A.","FERNANDEZ SOUSA-FARO, JOSE MARIA",PRESIDENTE,11.037,09/01/1985
"ZELTIA, S.A.","JEFPO, S.L.",CONSEJERO,0.000,01/06/1990
"ZELTIA, S.A.","ROSP CORUNNA PARTICIPACIONES EMPRESARIALES, S.L.",CONSEJERO,5.000,23/05/2002
"ZELTIA, S.A.","SOLCHAGA CATALA, CARLOS",CONSEJERO,0.000,29/06/2010
"ZELTIA, S.A.","URQUIZU ITURRARTE, JOSE ANTONIO",CONSEJERO,0.185,06/05/1992
"ZELTIA, S.A.","ZURITA SAENZ DE NAVARRETE, JAIME",CONSEJERO,0.005,23/05/2007
"GRUPO EMPRESARIAL SAN JOSE, S.A.","ALVAREZ ALVAREZ, ROBERTO",CONSEJERO,0.035,20/07/2009
"GRUPO EMPRESARIAL SAN JOSE, S.A.","DE LA DEHESA ROMERO, GUILLERMO",CONSEJERO,n/d,28/06/2012
"GRUPO EMPRESARIAL SAN JOSE, S.A.","IRANZO MARTIN, JUAN EMILIO",CONSEJERO,n/d,11/11/2010
"GRUPO EMPRESARIAL SAN JOSE, S.A.","PIQUE CAMPS, JOSE",CONSEJERO,n/d,28/06/2012
"GRUPO EMPRESARIAL SAN JOSE, S.A.","REY GONZALEZ, JACINTO",PRESIDENTE,48.292,16/01/2013
"GRUPO EMPRESARIAL SAN JOSE, S.A.","REY LAREDO, JACINTO",VICEPRESIDENTE,0.328,20/07/2009
"GRUPO EMPRESARIAL SAN JOSE, S.A.","REY LAREDO, JAVIER",CONSEJERO,n/d,28/06/2012
"GRUPO EMPRESARIAL SAN JOSE, S.A.","REY PERALES, ROBERTO",CONSEJERO DELEGADO,0.002,16/01/2013
"GRUPO EMPRESARIAL SAN JOSE, S.A.","SEBASTIAN GONZALEZ, ALTINA DE FATIMA",CONSEJERO,0.000,20/07/2009
"PESCANOVA, S.A.","BARRERAS RUANO, ANA BELEN",CONSEJERO,0.000,25/04/2007
"PESCANOVA, S.A.","BASAGOITI GARCIA-TUÑON, ANTONIO",CONSEJERO,0.006,20/06/1996
"PESCANOVA, S.A.","CARCELLER ARCE, JOSE",CONSEJERO,0.017,09/09/2011
"PESCANOVA, S.A.","FERNANDEZ DE SOUSA-FARO, MANUEL",PRESIDENTE,14.426,30/11/1989
"PESCANOVA, S.A.",IBERFOMENTO SA SCR BAJA 18.11.05,CONSEJERO,0.000,28/04/2006
"PESCANOVA, S.A.",ICS HOLDINGS LTD.,CONSEJERO,0.000,04/09/2009
"PESCANOVA, S.A.","INVERLEMA, S.L.",CONSEJERO,n/d,13/04/2012
"PESCANOVA, S.A.","LUXEMPART, S.A.",CONSEJERO,5.837,09/09/2011
"PESCANOVA, S.A.","MENDEZ PASCUAL, YAGO ENRIQUE",CONSEJERO,0.000,28/04/2006
"PESCANOVA, S.A.","PAZ-ANDRADE RODRIGUEZ, ALFONSO",CONSEJERO,3.559,30/11/1989
"PESCANOVA, S.A.","SOCIEDAD GALLEGA DE IMPORTACION DE CARBONES, S.A.",CONSEJERO,0.137,28/04/2006
"PESCANOVA, S.A.","WILLIAMS , ROBERT ALBERT",CONSEJERO,0.001,26/05/2000
"BANCO SANTANDER, S.A.","BOTIN-SANZ DE SAUTUOLA Y GARCIA DE LOS RIOS, EMILIO",PRESIDENTE,0.754,16/08/2001
"BANCO SANTANDER, S.A.","BOTIN-SANZ SAUTOLA O´SHEA, ANA PATRICIA",CONSEJERO,0.164,04/02/1989
"BANCO SANTANDER, S.A.","BOTIN-SANZ SAUTUOLA O´SHEA, FRANCISCO JAVIER",CONSEJERO,0.154,25/07/2004
"BANCO SANTANDER, S.A.","BURNS , TERENCE",CONSEJERO,0.000,20/12/2004
"BANCO SANTANDER, S.A.","CORBO LIOI, VITTORIO",CONSEJERO,0.000,22/07/2011
"BANCO SANTANDER, S.A.","DE ASUA ALVAREZ, FERNANDO",VICEPRESIDENTE 1º,0.002,25/07/2004
"BANCO SANTANDER, S.A.","DE LA DEHESA ROMERO, GUILLERMO",CONSEJERO,0.000,24/06/2002
"BANCO SANTANDER, S.A.","ECHENIQUE GORDILLO, RODRIGO",CONSEJERO,0.006,07/10/1988
"BANCO SANTANDER, S.A.","GIMENEZ-SALINAS COLOMER, ESTHER",CONSEJERO,0.000,30/03/2012
"BANCO SANTANDER, S.A.","JADO BECERRO DE BENGOA, ANGEL",CONSEJERO,0.083,11/06/2010
"BANCO SANTANDER, S.A.","MATUTES JUAN, ABEL",CONSEJERO,0.026,24/06/2002
"BANCO SANTANDER, S.A.","RODRIGUEZ INCIARTE, JUAN",CONSEJERO,0.014,24/03/2008
"BANCO SANTANDER, S.A.","RODRIGUEZ INCIARTE, MATIAS PEDRO",VICEPRESIDENTE 3º,0.013,17/04/1999
"BANCO SANTANDER, S.A.","SAENZ ABAD, ALFREDO",CONSEJERO DELEGADO,0.027,13/02/2002
"BANCO SANTANDER, S.A.","SAENZ ABAD, ALFREDO",VICEPRESIDENTE 2º,0.027,13/02/2002
"BANCO SANTANDER, S.A.","SOTO SERRANO, MANUEL",VICEPRESIDENTE 4º,0.006,24/06/2002
"BANCO SANTANDER, S.A.","TOCINO BISCAROLASAGA, ISABEL",CONSEJERO,0.001,23/04/2007
"INMOBILIARIA DEL SUR, S.A.","ARRANZ PUMAR, GREGORIO",CONSEJERO,0.096,29/07/2004
"INMOBILIARIA DEL SUR, S.A.","BENAVENT BLANQUET, CAYETANO",CONSEJERO,0.875,30/11/1989
"INMOBILIARIA DEL SUR, S.A.","COBIAN OTERO, JOSE LUIS",CONSEJERO,0.618,22/05/1990
"INMOBILIARIA DEL SUR, S.A.","FERNANDEZ CARBONELL, JUAN",CONSEJERO,1.150,30/11/1989
"INMOBILIARIA DEL SUR, S.A.","FERNANDEZ ROMERO, ANDRES CLAUDIO",CONSEJERO,0.123,19/06/2004
"INMOBILIARIA DEL SUR, S.A.","FERNANDEZ ZAMORANO, JOSE",CONSEJERO,0.208,15/05/1990
"INMOBILIARIA DEL SUR, S.A.","GALNARES YSERN, ALFONSO",CONSEJERO,1.097,24/10/1990
"INMOBILIARIA DEL SUR, S.A.","GONZALEZ PEREZ, JOAQUIN",CONSEJERO,0.173,20/06/2009
"INMOBILIARIA DEL SUR, S.A.","GRANELL BALEN, SALVADOR",CONSEJERO,0.701,26/06/2010
"INMOBILIARIA DEL SUR, S.A.","HOYOS-LIMON PUMAR, PRUDENCIO",CONSEJERO,0.104,16/10/1990
"INMOBILIARIA DEL SUR, S.A.","INCRECISA, S.L.",CONSEJERO,7.847,25/01/2002
"INMOBILIARIA DEL SUR, S.A.","INVERFASUR, S.L.",CONSEJERO,3.383,21/09/2007
"INMOBILIARIA DEL SUR, S.A.","INVERSIONES AGRICOLAS INDUSTRIALES Y COMERCIALES, S.L.",CONSEJERO,11.060,26/10/2001
"INMOBILIARIA DEL SUR, S.A.","MARIÑO DOMINGUEZ, LIBERATO",SECRETARIO CONSEJERO,0.267,27/06/1998
"INMOBILIARIA DEL SUR, S.A.","MENEZPLA, S.A.",VICEPRESIDENTE,5.091,15/11/2012
"INMOBILIARIA DEL SUR, S.A.","PUMAR LOPEZ, JOSE MANUEL",CONSEJERO,0.274,28/06/2010
"INMOBILIARIA DEL SUR, S.A.","PUMAR LOPEZ, RICARDO",PRESIDENTE,0.329,02/12/2005
"INMOBILIARIA DEL SUR, S.A.","SEGURA RODRIGUEZ, JORGE",CONSEJERO,0.118,15/11/2012
"INMOBILIARIA DEL SUR, S.A.","SEQUEIROS PUMAR, AUGUSTO",CONSEJERO,0.024,27/03/2002
"ABENGOA, S.A.","ABAURRE LLORENTE, JOSE JOAQUIN",CONSEJERO,0.002,05/12/1996
"ABENGOA, S.A.","APLICACIONES DIGITALES, S.L.",VICEPRESIDENTE EJECUTIVO,1.075,10/12/2007
"ABENGOA, S.A.","AYA ABAURRE, JOSE LUIS",CONSEJERO,0.064,05/12/1996
"ABENGOA, S.A.","BENJUMEA LLORENTE, FELIPE",PRESIDENTE-CONSEJERO DELEGADO,0.945,05/12/1996
"ABENGOA, S.A.","BENJUMEA LLORENTE, JAVIER",CONSEJERO,0.004,05/12/1996
"ABENGOA, S.A.","BENJUMEA LLORENTE, MARIA TERESA",CONSEJERO,0.015,15/04/2007
"ABENGOA, S.A.","BORRELL FONTELLES, JOSE",CONSEJERO,0.003,27/07/2009
"ABENGOA, S.A.","GRACIA DIEZ, MERCEDES",CONSEJERO,0.001,12/12/2005
"ABENGOA, S.A.","MARTINEZ RICO, RICARDO",CONSEJERO,0.001,24/10/2011
"ABENGOA, S.A.","SANCHEZ ORTEGA, MANUEL",CONSEJERO DELEGADO,0.241,25/10/2010
"ABENGOA, S.A.","SANTIAGO PONSA, CLAUDI",CONSEJERO,0.000,23/02/2012
"ABENGOA, S.A.","SOLIS GUARDIOLA, IGNACIO",CONSEJERO,0.020,15/04/2007
"ABENGOA, S.A.","SOLIS MARTINEZ CAMPOS, FERNANDO",CONSEJERO,0.099,15/04/2007
"ABENGOA, S.A.","SUNDHEIM LOSADA, CARLOS",CONSEJERO,0.055,15/04/2007
"ABENGOA, S.A.","VELARDE VALIENTE, ALICIA",CONSEJERO,0.000,25/02/2008
"ECOLUMBER, S.A.","ACALIOS INVEST, S.L.",CONSEJERO,8.872,18/06/2009
"ECOLUMBER, S.A.",BRINCA 2004 S.L.,CONSEJERO,13.313,18/06/2009
"ECOLUMBER, S.A.","FINNPLANNERS, S.L.",CONSEJERO,0.000,18/06/2009
"ECOLUMBER, S.A.","G3T, S.L.",CONSEJERO,14.561,18/06/2009
"ECOLUMBER, S.A.","NADAL RIBERA, FRANCISCO",PRESIDENTE,n/d,13/04/2010
"ECOLUMBER, S.A.","RELOCATIONS INVERSIONES, S.L.",CONSEJERO,8.321,18/06/2009
"BANCO DE VALENCIA, S.A.",FONDO DE REESTRUCTURACION ORDENADA BANCARIA,CONSEJERO,99.890,21/11/2011
"COMPAÑIA LEVANTINA DE EDIFICACION Y OBRAS PUBLICAS, S.A.","CASTELLANOS ESCRIG, CARLOS",CONSEJERO,4.083,29/04/1994
"COMPAÑIA LEVANTINA DE EDIFICACION Y OBRAS PUBLICAS, S.A.","LIBERTAS 7, S.A.",CONSEJERO,11.260,02/08/2007
"COMPAÑIA LEVANTINA DE EDIFICACION Y OBRAS PUBLICAS, S.A.","NOBLEJAS SANCHEZ-MIGALLON, ANTONIO",CONSEJERO,0.001,24/11/2008
"COMPAÑIA LEVANTINA DE EDIFICACION Y OBRAS PUBLICAS, S.A.","PERELLO FERRERES, FRANCISCO",SECRETARIO CONSEJERO,11.069,24/06/2002
"COMPAÑIA LEVANTINA DE EDIFICACION Y OBRAS PUBLICAS, S.A.","TURRO HOMEDES, CARLOS",PRESIDENTE,33.098,30/11/1989
"COMPAÑIA LEVANTINA DE EDIFICACION Y OBRAS PUBLICAS, S.A.","TURRO RIBALTA, MARCOS",CONSEJERO,0.000,09/05/2003
"LIBERTAS 7, S.A.","3 I NO RES, S.L.",CONSEJERO,6.106,25/01/2007
"LIBERTAS 7, S.A.","BOREL LEMONNIER, AGNES",PRESIDENTE,2.229,30/03/2006
"LIBERTAS 7, S.A.","EUMENES, S.L.",CONSEJERO,5.925,19/06/2007
"LIBERTAS 7, S.A.","FRAGUAS SOLE, RAFAEL",CONSEJERO,0.000,26/04/2007
"LIBERTAS 7, S.A.","LUCAS ROMANI, ENRIQUE",CONSEJERO,0.008,19/06/2007
"LIBERTAS 7, S.A.","NOGUERA BOREL, AGNES",CONSEJERO DELEGADO,6.928,30/09/2004
"NATRA, S.A.","BARTEN, S.A.",CONSEJERO,5.318,30/06/2008
"NATRA, S.A.","BEITIA LARRAÑAGA, MIKEL",CONSEJERO DELEGADO,0.000,02/11/2011
"NATRA, S.A.","BMS PROMOCION Y DESARROLLO, S.L.",CONSEJERO,6.685,16/06/1998
"NATRA, S.A.","CARAFAL INVESTMENT, S.L.",CONSEJERO,12.476,19/07/2007
"NATRA, S.A.","CASTICAPITAL, S.A.",CONSEJERO,5.348,28/06/2012
"NATRA, S.A.","CK CORPORACION KUTXA-KUTXA KORPORAZIOA, S.L.",CONSEJERO,9.136,30/06/2008
"NATRA, S.A.","EGAÑA AZURMENDI, JUAN IGNACIO",PRESIDENTE,1.475,02/11/2011
"NATRA, S.A.",IBERFOMENTO SA SCR BAJA 18.11.05,CONSEJERO,0.000,29/06/2005
"NATRA, S.A.","MUÑOZ BERAZA, ANA",CONSEJERO,n/d,30/06/2008
"NATRA, S.A.","SANTISTEBAN PADRO, PEDRO",CONSEJERO,0.000,31/10/2012
"NATRA, S.A.","TAMAXAGE XXI, S.L.",CONSEJERO,5.234,23/10/2009
"FINANZAS E INVERSIONES VALENCIANAS, S.A.","BALFAGON HERNANDEZ, ANTONIO",CONSEJERO,0.060,30/06/1998
"FINANZAS E INVERSIONES VALENCIANAS, S.A.","BOREL LEMONNIER, AGNES",PRESIDENTE,0.304,30/11/1989
"FINANZAS E INVERSIONES VALENCIANAS, S.A.","CASTELLANO VILLAR, SALVADOR",CONSEJERO,0.030,03/07/1998
"FINANZAS E INVERSIONES VALENCIANAS, S.A.","NOGUERA PUCHOL, JOSE ANTONIO",CONSEJERO,0.000,03/07/1998
"CORPORACION DERMOESTETICA, S.A.","BEA GARCIA, ELENA",CONSEJERO,0.000,27/07/2012
"CORPORACION DERMOESTETICA, S.A.","BONASTRE ARUS, ALVARO",CONSEJERO,0.005,24/11/2011
"CORPORACION DERMOESTETICA, S.A.","SANCHEZ RODADO, ANTONIO",CONSEJERO,0.007,12/12/2006
"CORPORACION DERMOESTETICA, S.A.","SUESCUN VERDUGO, JOSE MARIA",PRESIDENTE-CONSEJERO DELEGADO,59.095,13/07/2005
"LINGOTES ESPECIALES, S.A.","BANCO DE CAJA ESPAÑA DE INVERSIONES, SALAMANCA Y SORIA, S.A.",CONSEJERO,10.719,26/10/2012
"LINGOTES ESPECIALES, S.A.","CANO DE LA FUENTE, FELIX",CONSEJERO DELEGADO,0.292,13/09/2012
"LINGOTES ESPECIALES, S.A.","CUADRADO GARCIA, DIDIO",CONSEJERO,1.056,30/11/1989
"LINGOTES ESPECIALES, S.A.","GALINDO MARTIN, FRANCISCO",CONSEJERO,2.016,30/11/1989
"LINGOTES ESPECIALES, S.A.","GARRIDO CAPA, VICENTE",PRESIDENTE-CONSEJERO DELEGADO,0.961,01/07/2012
"LINGOTES ESPECIALES, S.A.","INMUEBLES Y VALORES MARINA HERMANAS, S.L.",CONSEJERO,1.851,22/06/2007
"LINGOTES ESPECIALES, S.A.","INVERSIONES FUENSALDAÑA, S.A.",CONSEJERO,7.083,26/10/2001
"LINGOTES ESPECIALES, S.A.","LA PREVISION MALLORQUINA DE SEGUROS, S.A.",CONSEJERO,6.427,17/11/2006
"LINGOTES ESPECIALES, S.A.","MARTIN CONCHA, EDUARDO",CONSEJERO,3.408,30/11/1989
"LINGOTES ESPECIALES, S.A.","MOSQUERA LLAMAS, ANGEL JAVIER",CONSEJERO,4.580,10/06/2005
"LINGOTES ESPECIALES, S.A.","OLIVERI GANDARILLAS, LUIS",CONSEJERO,0.824,27/06/2008
"EBRO FOODS, S.A.","ALIMENTOS Y ACEITES, S.A.",CONSEJERO,10.321,23/07/2004
"EBRO FOODS, S.A.","CARCELLER ARCE, DEMETRIO",VICEPRESIDENTE,0.026,29/05/2012
"EBRO FOODS, S.A.","CASTELLO CLEMENTE, FERNANDO",CONSEJERO,1.500,29/05/2012
"EBRO FOODS, S.A.","COMENGE SANCHEZ-REAL, JOSE IGNACIO",CONSEJERO,1.318,29/05/2012
"EBRO FOODS, S.A.","DAURELLA COMADRAN, SOLEDAD",CONSEJERO,0.858,01/06/2010
"EBRO FOODS, S.A.","HERNANDEZ CALLEJAS, ANTONIO",PRESIDENTE,0.000,27/04/2005
"EBRO FOODS, S.A.",HISPAFOODS INVEST S.L.,CONSEJERO,6.959,30/01/2013
"EBRO FOODS, S.A.","INSTITUTO HISPANICO DEL ARROZ, S.A.",CONSEJERO,15.880,01/06/2010
"EBRO FOODS, S.A.","NIETO DE LA CIERVA, JOSE",CONSEJERO,0.007,29/09/2010
"EBRO FOODS, S.A.","OETKER , RUDOLF-AUGUST",CONSEJERO,0.000,01/06/2010
"EBRO FOODS, S.A.","RUIZ-GALVEZ PRIEGO, EUGENIO",CONSEJERO,0.000,25/07/2000
"EBRO FOODS, S.A.","SEGURADO GARCIA, JOSE ANTONIO",CONSEJERO,0.001,29/05/2012
"VOCENTO, S.A.","ANTOÑANZAS ALVEAR, MIGUEL",CONSEJERO,0.008,26/04/2012
"VOCENTO, S.A.","AZAOLA ARTECHE, FERNANDO",CONSEJERO,0.005,03/05/2012
"VOCENTO, S.A.","BYCOMELS PRENSA, S.L.",CONSEJERO,7.982,26/04/2012
"VOCENTO, S.A.","CASGO, S.A.",CONSEJERO,3.996,26/04/2012
"VOCENTO, S.A.","ECHENIQUE GORDILLO, RODRIGO",CONSEJERO,0.000,26/04/2012
"VOCENTO, S.A.","ENERGAY DE INVERSIONES, S.L.",PRESIDENTE,6.535,03/05/2012
"VOCENTO, S.A.","ENRIQUEZ NISTAL, LUIS",CONSEJERO DELEGADO,0.000,18/07/2011
"VOCENTO, S.A.","LIMA, S.L.",CONSEJERO,9.777,26/04/2012
"VOCENTO, S.A.","MEZOUNA, S.A.",CONSEJERO,11.077,26/04/2012
"VOCENTO, S.A.","ONCHENA, S.L.",CONSEJERO,5.470,26/04/2012
"VOCENTO, S.A.","SOTO AGUIRRE, GONZALO",CONSEJERO,0.000,26/04/2012
"VOCENTO, S.A.","VALJARAFE, S.L.",CONSEJERO,10.090,26/04/2012
"BODEGAS BILBAINAS, S.A.","CALVO AROCENA, FERNANDO",SECRETARIO CONSEJERO,n/d,11/11/2004
"BODEGAS BILBAINAS, S.A.","MARINE SALUDES, JAIME",CONSEJERO,n/d,26/11/2009
"BODEGAS BILBAINAS, S.A.","MENDEZONA PEÑA, FERNANDO",CONSEJERO,n/d,12/11/2003
"BODEGAS BILBAINAS, S.A.","PAGES FONT, JAVIER",PRESIDENTE,n/d,26/11/2009
"BODEGAS BILBAINAS, S.A.","RAVENTOS I CHALBAUD, ANA TERESA",VICEPRESIDENTE,n/d,15/11/2005
"COMPAÑIA VINICOLA DEL NORTE DE ESPAÑA, S.A.",AUSTRAL B.V.,VICEPRESIDENTE,16.184,01/06/2006
"COMPAÑIA VINICOLA DEL NORTE DE ESPAÑA, S.A.","ECHEVARRIA BUSQUET, ALEJANDRO",CONSEJERO,0.017,28/04/2004
"COMPAÑIA VINICOLA DEL NORTE DE ESPAÑA, S.A.","GARTEIZ CASTELLANOS, ALVARO",CONSEJERO,0.001,06/07/2006
"COMPAÑIA VINICOLA DEL NORTE DE ESPAÑA, S.A.","LOZANO VALLEJO, FRANCISCO JAVIER",CONSEJERO,0.002,31/05/1997
"COMPAÑIA VINICOLA DEL NORTE DE ESPAÑA, S.A.","REAL DE ASUA ARTECHE, JUAN",CONSEJERO,2.370,31/05/1997
"COMPAÑIA VINICOLA DEL NORTE DE ESPAÑA, S.A.","URRUTIA VALLEJO, VICTOR",PRESIDENTE,44.752,28/04/2004
"COMPAÑIA VINICOLA DEL NORTE DE ESPAÑA, S.A.","URRUTIA YBARRA, MARIA",CONSEJERO,0.056,17/07/2008
"COMPAÑIA VINICOLA DEL NORTE DE ESPAÑA, S.A.","URRUTIA YBARRA, VICTOR",VICEPRESIDENTE-CONSEJERO DELEGADO,1.649,01/06/2006
"FAES FARMA, S.A.","ARCE GOMEZ, JOSE RAMON",CONSEJERO,0.017,27/06/2002
"FAES FARMA, S.A.","BASAGOITI PASTOR, CARMEN",CONSEJERO,0.001,20/07/2011
"FAES FARMA, S.A.","DE LAS MORENAS LOPEZ, CARMELO",CONSEJERO,0.007,27/06/2007
"FAES FARMA, S.A.","FERNANDEZ DE VALDERRAMA IRIBARNEGARAY, GONZALO",CONSEJERO,0.328,18/11/2002
"FAES FARMA, S.A.","FERNANDEZ-VALDERRAMA MURILLO, EDUARDO",PRESIDENTE,0.220,30/11/1989
"FAES FARMA, S.A.","MORENO DE ALBORAN Y DE VIERNA, FRANCISCO",CONSEJERO,0.002,30/06/1999
"FAES FARMA, S.A.","UCAR ANGULO, MARIANO",SECRETARIO CONSEJERO,0.212,06/08/1991
"FAES FARMA, S.A.","USAOLA MENDOZA, FRANCISCO JAVIER",CONSEJERO,0.824,30/11/1989
"FAES FARMA, S.A.","ZAVALA ORTIZ DE LA TORRE, IÑIGO",CONSEJERO,0.210,24/06/1994
"MINERALES Y PRODUCTOS DERIVADOS, S.A.","AZNAR SAINZ, ALEJANDRO",CONSEJERO,6.537,16/02/1994
"MINERALES Y PRODUCTOS DERIVADOS, S.A.","BARRENECHEA GUIMON, ALBERTO",PRESIDENTE-CONSEJERO DELEGADO,2.919,30/07/2010
"MINERALES Y PRODUCTOS DERIVADOS, S.A.","BARRENECHEA GUIMON, GONZALO",CONSEJERO,2.511,03/02/2005
"MINERALES Y PRODUCTOS DERIVADOS, S.A.","GUZMAN URIBE, FRANCISCO JAVIER",CONSEJERO,0.190,30/11/1989
"MINERALES Y PRODUCTOS DERIVADOS, S.A.","GUZMAN URIBE, JOSE IGNACIO",CONSEJERO,0.000,22/05/2007
"MINERALES Y PRODUCTOS DERIVADOS, S.A.","LIPPERHEIDE AGUIRRE, ISABEL",CONSEJERO,0.194,29/07/2010
"MINERALES Y PRODUCTOS DERIVADOS, S.A.","PROMOCIONES ARIER, S.L.",CONSEJERO,15.680,16/07/2008
"OBRASCON HUARTE LAIN, S.A.","GARCIA MADRID, TOMAS",CONSEJERO,0.000,25/06/1996
"OBRASCON HUARTE LAIN, S.A.","LOPEZ MADRID, JAVIER",CONSEJERO,0.006,23/06/1992
"OBRASCON HUARTE LAIN, S.A.","MARIN ANDRES, FRANCISCO",CONSEJERO,0.002,18/01/2012
"OBRASCON HUARTE LAIN, S.A.","ORIOL ICAZA, MONICA",CONSEJERO,0.000,08/05/2012
"OBRASCON HUARTE LAIN, S.A.","OSUNA GOMEZ, JUAN LUIS",CONSEJERO,0.002,08/05/2012
"OBRASCON HUARTE LAIN, S.A.","SAAREMA INVERSIONES, S.A.",CONSEJERO,0.000,30/07/1996
"OBRASCON HUARTE LAIN, S.A.","SOLERA GUTIERREZ, LUIS",CONSEJERO,0.102,29/05/1999
"OBRASCON HUARTE LAIN, S.A.","TEROL ESTEBAN, ALBERTO MIGUEL",CONSEJERO,0.026,23/03/2010
"OBRASCON HUARTE LAIN, S.A.","VILLAR MIR, JUAN MIGUEL",PRESIDENTE,0.000,03/09/1991
"OBRASCON HUARTE LAIN, S.A.","VILLAR-MIR DE FUENTES, ALVARO",CONSEJERO,0.000,23/03/2010
"OBRASCON HUARTE LAIN, S.A.","VILLAR-MIR DE FUENTES, JUAN",VICEPRESIDENTE,0.000,12/01/2010
"OBRASCON HUARTE LAIN, S.A.","VILLAR-MIR DE FUENTES, SILVIA",CONSEJERO,0.000,01/04/2008
"IBERDROLA, S.A.","ACEBES PANIAGUA, ANGEL JESUS",CONSEJERO,0.000,24/04/2012
"IBERDROLA, S.A.","ANTOLIN RAYBAUD, MARIA HELENA",CONSEJERO,0.000,26/03/2010
"IBERDROLA, S.A.","BARBER , SAMANTHA",CONSEJERO,0.000,31/07/2008
"IBERDROLA, S.A.","BATTANER ARIAS, SEBASTIAN SERGIO",CONSEJERO,0.002,26/05/2004
"IBERDROLA, S.A.","DE IRALA ESTEVEZ, XABIER",CONSEJERO,0.003,20/04/2005
"IBERDROLA, S.A.","DE MIGUEL AYNAT, JULIO",CONSEJERO,0.003,29/10/2003
"IBERDROLA, S.A.","DE ORIOL E IBARRA, IÑIGO VICTOR",CONSEJERO,0.019,26/04/2006
"IBERDROLA, S.A.","LAGARES GOMEZ-ABASCAL, MANUEL",CONSEJERO,0.000,21/08/2012
"IBERDROLA, S.A.","MACHO STADLER, INES",CONSEJERO,0.001,07/06/2006
"IBERDROLA, S.A.","MARTINEZ LAGE, SANTIAGO",CONSEJERO,0.000,26/03/2010
"IBERDROLA, S.A.","MEDEL CAMARA, BRAULIO",CONSEJERO,0.000,07/06/2006
"IBERDROLA, S.A.","SAN PEDRO GUERENABARRENA, JOSE LUIS",CONSEJERO,0.006,24/04/2012
