id,relation,['Nombre', 'Cargo', '% Derechos Voto']
1,[],'TUBACEX, S.A.', 'AROSTEGUI GOMEZ, GERARDO', 'CONSEJERO', '0.025', '30/11/1989'
739,[54,453,1317],'ENCE ENERGIA Y CELULOSA, S.A.', 'ECHENIQUE LANDIRIBAR, JAVIER', 'CONSEJERO', '0.064', '29/12/2005'
740,[],'ENCE ENERGIA Y CELULOSA, S.A.', 'FERNANDEZ MARTINEZ, PASCUAL', 'CONSEJERO', '0.000', '25/05/2005'
741,[],'ENCE ENERGIA Y CELULOSA, S.A.', 'MATIAS CLAVERO, GUSTAVO', 'CONSEJERO', '0.002', '30/03/2007'
742,[],'ENCE ENERGIA Y CELULOSA, S.A.', 'NORTE\xc3\x91A PATRIMONIAL, S.L.', 'CONSEJERO', '0.000', '07/06/2002'
743,[674],'ENCE ENERGIA Y CELULOSA, S.A.', 'RETOS OPERATIVOS XXI, S.L.', 'CONSEJERO', '24.517', '14/02/2006'
744,[],'ENCE ENERGIA Y CELULOSA, S.A.', 'SERRA PERIS, JOSE MANUEL', 'CONSEJERO', '0.009', '10/10/2000'
745,[],'ENCE ENERGIA Y CELULOSA, S.A.', 'ZUBIA GUINEA, JOSE GUILLERMO', 'CONSEJERO', '0.013', '30/03/2007'
746,[],'COMPA\xc3\x91IA ESPA\xc3\x91OLA DE VIVIENDAS EN ALQUILER, S.A.', 'DEDEU BARGALLO, JAUME', 'PRESIDENTE', '0.000', '24/05/2012'
747,[1217],'COMPA\xc3\x91IA ESPA\xc3\x91OLA DE VIVIENDAS EN ALQUILER, S.A.', 'SEGARRA FERRE, ANGEL', 'CONSEJERO', '0.035', '01/01/2012'
748,[],'COMPA\xc3\x91IA ESPA\xc3\x91OLA DE VIVIENDAS EN ALQUILER, S.A.', 'TALLER DE TURISME I MEDI AMBIENT, S.A.', 'CONSEJERO', '16.065', '28/06/2006'
749,[],'COMPA\xc3\x91IA ESPA\xc3\x91OLA DE VIVIENDAS EN ALQUILER, S.A.', 'VALIENTE MARGELI, MANUEL', 'CONSEJERO', '6.335', '28/06/1993'
750,[],'COMPA\xc3\x91IA ESPA\xc3\x91OLA DE VIVIENDAS EN ALQUILER, S.A.', 'VAQUE BOIX, MARIA', 'CONSEJERO', '1.661', '28/06/2006'
751,[],'REYAL URBIS, S.A.', 'ALVAREZ DEL MANZANO LOPEZ DEL HIERRO, JOSE MARIA', 'CONSEJERO', '0.000', '11/06/2007'
752,[],'REYAL URBIS, S.A.', 'BQ FINANZAS, S.L.', 'CONSEJERO', '1.510', '11/06/2007'
753,[],'REYAL URBIS, S.A.', 'CORPORACION FINANCIERA ISSOS, S.L.', 'CONSEJERO', '0.613', '28/09/2007'
754,[],'REYAL URBIS, S.A.', 'NOVELA BERLIN, EMILIO', 'CONSEJERO', '0.000', '11/06/2007'
755,[],'REYAL URBIS, S.A.', 'RUIZ GARCIA, JOSE ANTONIO', 'CONSEJERO', '0.000', '11/06/2007'
756,[],'REYAL URBIS, S.A.', 'SANTAMARIA MOLINER, RAQUEL', 'CONSEJERO', '0.000', '11/11/2010'
757,[],'REYAL URBIS, S.A.', 'SANTAMARIA TRIGO, RAFAEL', 'PRESIDENTE-CONSEJERO DELEGADO', '70.268', '12/11/2008'
758,[],'INYPSA INFORMES Y PROYECTOS, S.A.', 'DE ARRIBA ALVAREZ, LADISLAO', 'CONSEJERO', 'n/d', '14/07/1993'
759,[],'INYPSA INFORMES Y PROYECTOS, S.A.', 'DOBLE A PROMOCIONES, S.A.', 'CONSEJERO', '16.338', '28/04/2003'
760,[],'INYPSA INFORMES Y PROYECTOS, S.A.', 'LAZCANO ACEDO, JUAN FRANCISCO', 'PRESIDENTE', '0.189', '28/04/2004'
761,[],'INYPSA INFORMES Y PROYECTOS, S.A.', 'PEREZ DEL PULGAR BARRAGAN, JOSE LUIS', 'CONSEJERO', '0.005', '30/06/2004'
762,[719],'INYPSA INFORMES Y PROYECTOS, S.A.', 'REVERTER 17, S.L.', 'CONSEJERO', '5.533', '22/04/2003'
763,[720],'INYPSA INFORMES Y PROYECTOS, S.A.', 'SANCHEZ-HEREDERO ALVAREZ, LEONARDO', 'CONSEJERO', '23.990', '19/12/2007'
764,[],'INYPSA INFORMES Y PROYECTOS, S.A.', 'SERVICIOS INMOBILIARIOS AVILES, S.L.U.', 'CONSEJERO', '10.110', '30/10/2008'
765,[],'INYPSA INFORMES Y PROYECTOS, S.A.', 'SU\xc3\x91OL TREPAT, RAFAEL', 'CONSEJERO', '0.001', '31/05/2005'
766,[],'ACERINOX, S.A.', 'BALLESTEROS QUINTANA, PEDRO', 'CONSEJERO', '0.000', '09/06/2011'
767,[],'ACERINOX, S.A.', 'CEBRIAN ARA, CLEMENTE', 'CONSEJERO', '0.009', '14/06/2007'
768,[],'ACERINOX, S.A.', 'CONTHE GUTIERREZ, MANUEL', 'CONSEJERO', '0.001', '09/06/2011'
769,[1146],'ACERINOX, S.A.', 'FANJUL MARTIN, OSCAR', 'CONSEJERO', '0.007', '24/07/2000'
770,[],'ACERINOX, S.A.', 'GUEREDIAGA MENDIOLA, JOSE RAMON', 'CONSEJERO', '0.002', '09/05/1994'
771,[],'ACERINOX, S.A.', 'HATTORI , MR.', 'CONSEJERO', 'n/d', '28/05/2009'
772,[],'ACERINOX, S.A.', 'LOBON GAYOSO, LUIS', 'CONSEJERO', '0.001', '28/10/2009'
773,[460,625],'ACERINOX, S.A.', 'MARTINEZ-CONDE GUTIERREZ-BARQUIN, SANTOS', 'CONSEJERO', '0.003', '30/05/2002'
774,[1125],'ACERINOX, S.A.', 'MEDEL CAMARA, BRAULIO', 'CONSEJERO', 'n/d', '27/05/2008'
775,[],'ACERINOX, S.A.', 'NARANJO OLMEDO, RAFAEL', 'PRESIDENTE', '0.085', '27/07/2010'
776,[],'ACERINOX, S.A.', 'NARIYOSHI , YUKIO', 'CONSEJERO', '0.000', '09/06/2011'
777,[],'ACERINOX, S.A.', 'PRADO PEREZ-SEOANE, DIEGO', 'CONSEJERO', '0.002', '09/06/2005'
778,[],'ACERINOX, S.A.', 'QHENA , MVULENY GEOFFREY', 'CONSEJERO', 'n/d', '01/06/2006'
779,[],'ACERINOX, S.A.', 'ROMANA GARCIA, BELEN', 'CONSEJERO', '0.000', '28/05/2009'
780,[],'ACERINOX, S.A.', 'VELAZQUEZ HERREROS, BERNARDO', 'CONSEJERO DELEGADO', '0.004', '27/07/2010'
781,[],'MONTEBALITO, S.A.', 'AGUIRREGOMEZCORTA SEMPRUN, LUIS', 'CONSEJERO', 'n/d', '30/06/2011'
782,[],'MONTEBALITO, S.A.', 'CARTERA MERIDIONAL, S.A.', 'PRESIDENTE', '28.042', '14/12/2007'
783,[],'MONTEBALITO, S.A.', 'COUCEIRO MOLINA, ILDEFONSO', 'CONSEJERO', 'n/d', '28/06/2010'
784,[],'MONTEBALITO, S.A.', 'GARRIGOS, RUIZ, BENEYTO Y DURA, S.L.P.', 'CONSEJERO', 'n/d', '29/06/2012'
785,[],'MONTEBALITO, S.A.', 'LARISA INVERPROMO SL', 'CONSEJERO', 'n/d', '17/12/2008'
786,[],'MONTEBALITO, S.A.', 'NU\xc3\x91EZ OLIAS, JULIAN', 'CONSEJERO', 'n/d', '23/10/2006'
787,[],'MONTEBALITO, S.A.', 'VELAZQUEZ\xc2\xb4S PROPERTIES, S.L.', 'CONSEJERO', '0.633', '31/03/2006'
788,[],'ENAGAS, S.A.', 'ALVAREZ MEZQUIRIZ, JESUS DAVID', 'CONSEJERO', '0.000', '25/04/2003'
789,[56],'ENAGAS, S.A.', 'GARCIA-MILA LLOVERAS, MARIA TERESA', 'CONSEJERO', '0.001', '24/04/2006'
790,[],'ENAGAS, S.A.', 'KHAMIS AL BURTAMANI, SULTAN HAMED', 'CONSEJERO', '0.000', '21/12/2010'
791,[],'ENAGAS, S.A.', 'LASHERAS MERINO, MIGUEL ANGEL', 'CONSEJERO', 'n/d', '24/04/2006'
792,[],'ENAGAS, S.A.', 'LLARDEN CARRATALA, ANTONIO', 'PRESIDENTE', '0.024', '24/01/2007'
793,[],'ENAGAS, S.A.', 'MARTINEZ MARTINEZ, DIONISIO', 'CONSEJERO', '0.001', '26/06/2002'
794,[],'ENAGAS, S.A.', 'NAVARRO VIGIL, LUIS JAVIER', 'CONSEJERO', '0.003', '09/07/2002'
795,[],'ENAGAS, S.A.', 'OREJA ARBURUA, MARCELINO', 'CONSEJERO DELEGADO', '0.000', '17/09/2012'
796,[],'ENAGAS, S.A.', 'PARELLADA SABATA, MARTI', 'CONSEJERO', '0.000', '17/03/2005'
797,[],'ENAGAS, S.A.', 'PEREZ SIMARRO, RAMON', 'CONSEJERO', '0.000', '17/06/2004'
798,[],'ENAGAS, S.A.', 'RIVA FRANCOS, JOSE', 'CONSEJERO', '0.000', '26/06/2002'
799,[],'ENAGAS, S.A.', 'SANCHEZ GARCIA, ANA ISABEL', 'CONSEJERO', '0.000', '30/04/2010'
800,[],'ENAGAS, S.A.', 'SOCIEDAD ESTATAL DE PARTICIPACIONES INDUSTRIALES', 'CONSEJERO', '5.000', '25/04/2008'
801,[734],'PROMOTORA DE INFORMACIONES, S.A.', 'ABRIL-MARTORELL HERNANDEZ, FERNANDO', 'CONSEJERO DELEGADO', '0.195', '20/07/2012'
802,[1222,1299,1386,1395],'PROMOTORA DE INFORMACIONES, S.A.', 'ARENA DE LA MORA, JUAN', 'CONSEJERO', '0.013', '27/11/2010'
803,[],'PROMOTORA DE INFORMACIONES, S.A.', 'BERGGRUEN , NICOLAS', 'CONSEJERO', '3.648', '27/11/2010'
804,[1342],'PROMOTORA DE INFORMACIONES, S.A.', 'CEBRIAN ECHARRI, JUAN LUIS', 'PRESIDENTE', '0.958', '20/07/2012'
805,[488],'PROMOTORA DE INFORMACIONES, S.A.', 'CORTES DOMINGUEZ, MATIAS', 'CONSEJERO', '0.020', '28/06/2000'
806,[],'PROMOTORA DE INFORMACIONES, S.A.', 'DE POLANCO MORENO, MANUEL', 'VICEPRESIDENTE', '0.021', '20/07/2012'
807,[],'PROMOTORA DE INFORMACIONES, S.A.', 'FRANKLIN , MARTIN', 'CONSEJERO', '2.222', '27/11/2010'
808,[],'PROMOTORA DE INFORMACIONES, S.A.', 'HUFFINGTON , ARIANNA', 'CONSEJERO', '0.000', '24/10/2012'
809,[],'PROMOTORA DE INFORMACIONES, S.A.', 'LEAL MALDONADO, JOSE LUIS', 'CONSEJERO', '0.002', '24/10/2012'
810,[883],'PROMOTORA DE INFORMACIONES, S.A.', 'MARA\xc3\x91ON BERTRAN DE LIS, GREGORIO', 'CONSEJERO', '0.090', '28/06/2000'
811,[285],'PROMOTORA DE INFORMACIONES, S.A.', 'MINC , ALAIN', 'CONSEJERO', '0.017', '27/11/2010'
812,[1019],'PROMOTORA DE INFORMACIONES, S.A.', 'NOGUERA BOREL, AGNES', 'CONSEJERO', '0.011', '20/04/2006'
813,[],'PROMOTORA DE INFORMACIONES, S.A.', 'PEREZ ARAUNA, BORJA JESUS', 'CONSEJERO', '0.019', '28/06/2000'
814,[],'PROMOTORA DE INFORMACIONES, S.A.', 'ROMAN , EMMANUEL', 'CONSEJERO', '0.012', '27/11/2010'
815,[],'PROMOTORA DE INFORMACIONES, S.A.', 'SLOAN , HARRY EVANS', 'CONSEJERO', '0.021', '27/11/2010'
816,[],'PROMOTORA DE INFORMACIONES, S.A.', 'ZEDILLO PONCE DE LEON, ERNESTO', 'CONSEJERO', '0.012', '27/11/2010'
817,[],'SERVICE POINT SOLUTIONS, S.A.', 'ARALIA ASESORES, S.L.', 'CONSEJERO', '0.007', '28/06/2012'
818,[],'SERVICE POINT SOLUTIONS, S.A.', 'CUERVO-ARANGO MARTINEZ, CARLOS', 'CONSEJERO', '0.038', '26/06/2009'
819,[],'SERVICE POINT SOLUTIONS, S.A.', 'HOLMBERG , CARL JIMMIE', 'CONSEJERO', '0.000', '28/06/2012'
820,[],'SERVICE POINT SOLUTIONS, S.A.', 'INMOUNO, S.L.U.', 'CONSEJERO', '5.993', '30/06/2011'
821,[1423,1534],'SERVICE POINT SOLUTIONS, S.A.', 'NAVARRO MARTINEZ, PEDRO ANGEL', 'CONSEJERO', '0.028', '26/06/2006'
822,[],'SERVICE POINT SOLUTIONS, S.A.', 'PAOSAR, S.L.', 'CONSEJERO', '5.024', '28/06/2007'
823,[],'SERVICE POINT SOLUTIONS, S.A.', 'TVIKAP AB', 'CONSEJERO', '11.823', '01/07/2010'
824,[],'ADVEO GROUP INTERNATIONAL, S.A.', 'ALVAREZ-MIRANDA NAVARRO, MILLAN', 'CONSEJERO DELEGADO', '0.001', '07/07/2009'
825,[],'ADVEO GROUP INTERNATIONAL, S.A.', 'ARRATIBEL IMAZ, XABIER', 'CONSEJERO', '0.117', '02/02/2012'
826,[394],'ADVEO GROUP INTERNATIONAL, S.A.', 'BEZARES MUNILLA, ELADIO', 'CONSEJERO', '0.365', '27/05/2006'
827,[],'ADVEO GROUP INTERNATIONAL, S.A.', 'DIAZ MARROQUIN, FRANCISCO JAVIER', 'CONSEJERO', '0.010', '02/02/2012'
828,[],'ADVEO GROUP INTERNATIONAL, S.A.', 'GESTION DE INVERSIONES RIMUSA, S.L.', 'CONSEJERO', '6.160', '09/05/2001'
829,[],'ADVEO GROUP INTERNATIONAL, S.A.', 'HERNANDEZ-RUBIO MU\xc3\x91OYERRO, JUAN ANTONIO', 'VICEPRESIDENTE', '0.027', '13/05/2009'
830,[],'ADVEO GROUP INTERNATIONAL, S.A.', 'HISCAN PATRIMONIO, S.A.', 'CONSEJERO', 'n/d', '27/02/2013'
831,[],'ADVEO GROUP INTERNATIONAL, S.A.', 'IGARTUA MORENO, PABLO', 'CONSEJERO', '0.009', '30/05/2009'
832,[],'ADVEO GROUP INTERNATIONAL, S.A.', 'LAZARO LAZARO, JUAN ANTONIO', 'PRESIDENTE', '0.321', '25/06/2006'
833,[366,892],'ADVEO GROUP INTERNATIONAL, S.A.', 'QMC DIRECTORSHIPS, S.L.', 'CONSEJERO', '0.000', '16/12/2004'
834,[12],'ADVEO GROUP INTERNATIONAL, S.A.', 'VIDEGAIN MURO, ALVARO', 'CONSEJERO', 'n/d', '26/05/2012'
835,[],'PROSEGUR, COMPA\xc3\x91IA DE SEGURIDAD, S.A.', 'FERNANDEZ BARREIRO, ISIDRO', 'VICEPRESIDENTE', '0.000', '17/12/2007'
836,[],'PROSEGUR, COMPA\xc3\x91IA DE SEGURIDAD, S.A.', 'GIESSO CAZENAVE, MIRTA MARIA', 'CONSEJERO', '5.626', '09/05/2000'
837,[685],'PROSEGUR, COMPA\xc3\x91IA DE SEGURIDAD, S.A.', 'GUERRERO GUERRERO, PEDRO', 'CONSEJERO', '0.053', '31/03/2005'
838,[],'PROSEGUR, COMPA\xc3\x91IA DE SEGURIDAD, S.A.', 'GUT REVOREDO, CHANTAL', 'CONSEJERO', '0.000', '30/06/1997'
839,[],'PROSEGUR, COMPA\xc3\x91IA DE SEGURIDAD, S.A.', 'GUT REVOREDO, CHRISTIAN', 'CONSEJERO DELEGADO', '0.143', '01/01/2008'
840,[524],'PROSEGUR, COMPA\xc3\x91IA DE SEGURIDAD, S.A.', 'PARAJA QUIROS, EDUARDO', 'CONSEJERO', '0.000', '26/05/2004'
841,[428,1351],'PROSEGUR, COMPA\xc3\x91IA DE SEGURIDAD, S.A.', 'REVOREDO DELVECCHIO, HELENA IRENE', 'PRESIDENTE', '50.110', '14/07/2004'
842,[1060],'PROSEGUR, COMPA\xc3\x91IA DE SEGURIDAD, S.A.', 'RUIZ-GALVEZ PRIEGO, EUGENIO', 'CONSEJERO', '0.000', '29/06/2005'
843,[],'PROSEGUR, COMPA\xc3\x91IA DE SEGURIDAD, S.A.', 'VIVES RUIZ, FERNANDO', 'CONSEJERO', 'n/d', '29/05/2012'
844,[],'INDRA SISTEMAS, S.A.', 'ADMINISTRADORA VALTENAS, S.L.', 'CONSEJERO', '0.011', '21/06/2007'
845,[],'INDRA SISTEMAS, S.A.', 'AGUILERA NAVARRO, ISABEL', 'CONSEJERO', '0.015', '27/06/2005'
846,[],'INDRA SISTEMAS, S.A.', 'ANDRES GONZALEZ, JAVIER DE', 'CONSEJERO DELEGADO', '0.054', '21/06/2011'
847,[],'INDRA SISTEMAS, S.A.', 'CASA GRANDE DE CARTAGENA, S.L.', 'CONSEJERO', '5.007', '21/06/2007'
848,[],'INDRA SISTEMAS, S.A.', 'GARCIA-PITA PEMAN, DANIEL', 'VICEPRESIDENTE', '0.026', '21/06/2011'
849,[28],'INDRA SISTEMAS, S.A.', 'LADA DIAZ, LUIS', 'CONSEJERO', '0.011', '21/06/2007'
850,[459,621],'INDRA SISTEMAS, S.A.', 'MARCH DE LA LASTRA, JUAN', 'CONSEJERO', '0.009', '29/07/2009'
851,[1152,1382],'INDRA SISTEMAS, S.A.', 'MEDIACION Y DIAGNOSTICOS, S.A.', 'VICEPRESIDENTE', '0.015', '02/11/2000'
852,[461],'INDRA SISTEMAS, S.A.', 'MONZON DE CACERES, JAVIER', 'PRESIDENTE', '0.182', '31/10/1992'
853,[1106],'INDRA SISTEMAS, S.A.', 'ORIOL ICAZA, MONICA', 'CONSEJERO', '0.011', '21/06/2007'
854,[577,1154,1385],'INDRA SISTEMAS, S.A.', 'PARTICIPACIONES Y CARTERA DE INVERSIONES, S.L.', 'CONSEJERO', '0.015', '02/11/2000'
855,[],'INDRA SISTEMAS, S.A.', 'SANTILLANA DEL BARRIO, IGNACIO', 'CONSEJERO', '0.004', '21/06/2011'
856,[],'INDRA SISTEMAS, S.A.', 'SUGRA\xc3\x91ES ARIMANY, ROSA', 'CONSEJERO', '0.012', '26/06/2008'
857,[1110],'INDRA SISTEMAS, S.A.', 'TEROL ESTEBAN, ALBERTO MIGUEL', 'CONSEJERO', '0.007', '24/06/2010'
858,[],'LIWE ESPA\xc3\x91OLA, S.A.', 'BERNABE DIAZ, FERMIN FERNANDO', 'VICEPRESIDENTE', '8.807', '12/07/1994'
859,[],'LIWE ESPA\xc3\x91OLA, S.A.', 'COSTA GARCIA, MIGUEL ANGEL', 'CONSEJERO', 'n/d', '28/05/2003'
860,[],'LIWE ESPA\xc3\x91OLA, S.A.', 'GOMEZ MARIN, FRANCISCO', 'CONSEJERO', 'n/d', '28/05/2003'
861,[],'LIWE ESPA\xc3\x91OLA, S.A.', 'PARDO CANO, JOSE', 'CONSEJERO DELEGADO', '31.416', '28/05/2003'
862,[],'LIWE ESPA\xc3\x91OLA, S.A.', 'PARDO CANO, JUAN CARLOS', 'SECRETARIO CONSEJERO', '20.430', '11/04/1989'
863,[],'CEMENTOS PORTLAND VALDERRIVAS, S.A.', 'BURGOS PEREZ, JOSE MANUEL', 'CONSEJERO', '0.025', '12/01/2012'
864,[591],'CEMENTOS PORTLAND VALDERRIVAS, S.A.', 'CARTERA DEVA, S.A.', 'CONSEJERO', '0.000', '31/03/2005'
865,[592],'CEMENTOS PORTLAND VALDERRIVAS, S.A.', 'CASTELLS MASANA, JUAN', 'CONSEJERO', '0.007', '28/05/2009'
866,[595,1378],'CEMENTOS PORTLAND VALDERRIVAS, S.A.', 'E.A.C. INVERSIONES CORPORATIVAS, S.L.', 'VICEPRESIDENTE', '0.000', '27/02/2013'
867,[],'CEMENTOS PORTLAND VALDERRIVAS, S.A.', 'E.A.C. MEDIOAMBIENTE, S.L.', 'CONSEJERO', '0.000', '31/01/2006'
868,[],'CEMENTOS PORTLAND VALDERRIVAS, S.A.', 'ITURRIOZ NICOLAS, JOSE MARIA', 'CONSEJERO', '0.115', '26/07/2011'
869,[],'CEMENTOS PORTLAND VALDERRIVAS, S.A.', 'KOPLOWITZ ROMERO JOSEU, ESTHER', 'VICEPRESIDENTE', '69.832', '31/03/2005'
870,[],'CEMENTOS PORTLAND VALDERRIVAS, S.A.', 'MARTINEZ ZABALA, MARIA LOURDES', 'CONSEJERO', '0.000', '19/12/2012'
871,[],'CEMENTOS PORTLAND VALDERRIVAS, S.A.', 'MARTINEZ-YNZENGA CANOVAS DEL CASTILLO, JOSE IGNACIO', 'CONSEJERO', '0.014', '22/12/2008'
872,[1383],'CEMENTOS PORTLAND VALDERRIVAS, S.A.', 'MELILOTO, S.L.', 'CONSEJERO', '0.000', '13/06/2007'
873,[599,1384],'CEMENTOS PORTLAND VALDERRIVAS, S.A.', 'MONTES SANCHEZ, RAFAEL', 'CONSEJERO', '0.007', '31/03/2005'
874,[],'CEMENTOS PORTLAND VALDERRIVAS, S.A.', 'SAENZ DE MIERA ALONSO, JOSE LUIS', 'PRESIDENTE-CONSEJERO DELEGADO', '0.003', '27/02/2013'
875,[],'CEMENTOS PORTLAND VALDERRIVAS, S.A.', 'TABERNA ALDAZ, JAVIER', 'CONSEJERO', '0.019', '18/05/2010'
876,[],'CEMENTOS PORTLAND VALDERRIVAS, S.A.', 'VILLAPALOS SALAS, GUSTAVO', 'CONSEJERO', '0.006', '28/05/2008'
877,[24],'VISCOFAN, S.A.', 'ALDECOA SAGASTASOLOA, JOSE MARIA', 'CONSEJERO', 'n/d', '13/07/2012'
878,[],'VISCOFAN, S.A.', 'AMPUERO OSMA, JOSE DOMINGO', 'CONSEJERO', '0.107', '27/02/2009'
879,[377],'VISCOFAN, S.A.', 'BASTERRA LARROUDE, NESTOR', 'VICEPRESIDENTE 1\xc2\xba', '0.456', '31/12/2009'
880,[],'VISCOFAN, S.A.', 'ECHEVARRIA CANALES, AGATHA', 'VICEPRESIDENTE 2\xc2\xba', '0.036', '28/02/2013'
881,[],'VISCOFAN, S.A.', 'GONZALEZ MOLERO, LAURA', 'CONSEJERO', '0.000', '22/04/2010'
882,[356],'VISCOFAN, S.A.', 'LEGARDA ZARAG\xc3\x9cETA, ALEJANDRO', 'CONSEJERO', '0.018', '22/05/2006'
883,[810],'VISCOFAN, S.A.', 'MARA\xc3\x91ON BERTRAN DE LIS, GREGORIO', 'CONSEJERO', 'n/d', '28/01/1999'
884,[11],'VISCOFAN, S.A.', 'MARCO-GARDOQUI IBA\xc3\x91EZ, IGNACIO', 'CONSEJERO', '0.065', '31/12/2009'
885,[],'VISCOFAN, S.A.', 'PEREZ LAPAZARAN, JOSE CRUZ', 'CONSEJERO', '0.000', '24/06/1998'
886,[],'AZKOYEN, S.A.', 'ADRIANI , MARCO', 'CONSEJERO', 'n/d', '26/11/2010'
887,[],'AZKOYEN, S.A.', 'BERKINVEST CAPITAL, S.L.', 'PRESIDENTE', '10.319', '18/03/2010'
888,[],'AZKOYEN, S.A.', 'COMPETIBER, S.A.', 'CONSEJERO', '8.399', '12/09/2005'
889,[],'AZKOYEN, S.A.', 'IBARRONDO GUERRICA-ECHEVARRIA, PEDRO', 'CONSEJERO', 'n/d', '26/02/2010'
890,[],'AZKOYEN, S.A.', 'LEYTE COELLO, ARTURO', 'CONSEJERO', '0.337', '16/02/2005'
891,[],'AZKOYEN, S.A.', 'MIR ANDREU, RAFAEL', 'CONSEJERO', '0.020', '23/06/2005'
892,[366,833],'AZKOYEN, S.A.', 'QMC DIRECTORSHIPS, S.L.', 'CONSEJERO', 'n/d', '23/06/2005'
893,[],'AZKOYEN, S.A.', 'SUAREZ ALECHA, JUAN JOSE', 'CONSEJERO', 'n/d', '29/07/2011'
894,[],'AZKOYEN, S.A.', 'TOMAS FORASTER, FRANCISCO JAVIER', 'CONSEJERO', '0.008', '01/06/2004'
895,[],'BARON DE LEY, S.A.', 'DIEZ MARTIN, JOAQUIN', 'CONSEJERO', 'n/d', '27/04/2009'
896,[],'BARON DE LEY, S.A.', 'GARCIA-HOZ ROSALES, JOSE MARIA', 'CONSEJERO', '0.370', '13/07/1997'
897,[],'BARON DE LEY, S.A.', 'NOAIN SAINZ, JULIO', 'CONSEJERO', '1.629', '13/07/1997'
898,[],'BARON DE LEY, S.A.', 'ROYO-VILLANOVA PAYA, FCO. DE ASIS', 'CONSEJERO', 'n/d', '30/06/2010'
899,[],'BARON DE LEY, S.A.', 'SANTOS-RUIZ DIAZ, EDUARDO', 'PRESIDENTE-CONSEJERO DELEGADO', '37.947', '13/07/1997'
900,[],'ADOLFO DOMINGUEZ, S.A.', 'BERGES LOBERA, ANGEL', 'CONSEJERO', '0.000', '26/02/1997'
901,[253,1315],'ADOLFO DOMINGUEZ, S.A.', 'CROISSIER BATISTA, LUIS CARLOS', 'VICEPRESIDENTE', 'n/d', '04/06/2001'
902,[],'ADOLFO DOMINGUEZ, S.A.', 'DOMINGUEZ FERNANDEZ, ADOLFO', 'PRESIDENTE', '31.948', '26/02/1997'
903,[],'ADOLFO DOMINGUEZ, S.A.', 'GARCIA-PLANAS MARCET, JOSEP M\xc2\xaa', 'CONSEJERO', 'n/d', '26/02/1997'
904,[],'ADOLFO DOMINGUEZ, S.A.', 'GONZALEZ ALVAREZ, ELENA', 'CONSEJERO', 'n/d', '25/05/2005'
905,[],'ADOLFO DOMINGUEZ, S.A.', 'LUXURY LIBERTY, S.A.', 'CONSEJERO', '10.215', '24/05/2005'
906,[],'ADOLFO DOMINGUEZ, S.A.', 'NUENO INIESTA, JOSE LUIS', 'CONSEJERO', 'n/d', '14/06/2001'
907,[],'PAPELES Y CARTONES DE EUROPA, S.A.', 'ABECASSIS-MOEDAS , CELINE', 'CONSEJERO', 'n/d', '10/05/2012'
908,[],'PAPELES Y CARTONES DE EUROPA, S.A.', 'AGUASAL S.A.U.', 'CONSEJERO', 'n/d', '30/08/2012'
909,[],'PAPELES Y CARTONES DE EUROPA, S.A.', 'CARTERA INDUSTRIAL REA, S.A.', 'CONSEJERO', '6.433', '27/06/2008'
910,[],'PAPELES Y CARTONES DE EUROPA, S.A.', 'GUILARTE GUTIERREZ, VICENTE', 'CONSEJERO', '0.038', '25/05/1998'
911,[],'PAPELES Y CARTONES DE EUROPA, S.A.', 'ISIDRO RINCON, ENRIQUE', 'CONSEJERO DELEGADO', '0.214', '29/06/2010'
912,[],'PAPELES Y CARTONES DE EUROPA, S.A.', 'ISIDRO RINCON, FERNANDO', 'CONSEJERO', '0.140', '04/12/2006'
913,[],'PAPELES Y CARTONES DE EUROPA, S.A.', 'ISIDRO RINCON, JOSE MIGUEL', 'PRESIDENTE', '0.196', '28/02/2007'
914,[],'PAPELES Y CARTONES DE EUROPA, S.A.', 'JORDANO PEREZ, JUAN', 'CONSEJERO', '0.011', '12/06/2000'
915,[],'PAPELES Y CARTONES DE EUROPA, S.A.', 'TRES AZUL, S.L.', 'CONSEJERO', '0.000', '17/07/2006'
916,[],'ZELTIA, S.A.', 'ANDRADE DETRELL, MONTSERRAT', 'CONSEJERO', '4.615', '13/06/2012'
917,[],'ZELTIA, S.A.', 'BERGARECHE BUSQUET, JOSE MARIA', 'CONSEJERO', '0.013', '29/06/2010'
918,[1025],'ZELTIA, S.A.', 'CK CORPORACION KUTXA-KUTXA KORPORAZIOA, S.L.', 'CONSEJERO', 'n/d', '28/11/2011'
919,[],'ZELTIA, S.A.', 'EDUARDO SERRA Y ASOCIADOS, S.L.', 'CONSEJERO', '0.004', '31/01/2007'
920,[],'ZELTIA, S.A.', 'FERNANDEZ PUENTES, JOSE LUIS', 'CONSEJERO', '1.444', '23/05/2007'
921,[],'ZELTIA, S.A.', 'FERNANDEZ PUENTES, PEDRO FRANCISCO', 'VICEPRESIDENTE EJECUTIVO', '4.546', '11/12/1991'
922,[],'ZELTIA, S.A.', 'FERNANDEZ PUENTES, SANTIAGO ALFREDO', 'CONSEJERO', '1.384', '12/06/1990'
923,[],'ZELTIA, S.A.', 'FERNANDEZ SOUSA-FARO, JOSE MARIA', 'PRESIDENTE', '11.037', '09/01/1985'
924,[],'ZELTIA, S.A.', 'JEFPO, S.L.', 'CONSEJERO', '0.000', '01/06/1990'
